Date,ProductId,Profit,Sales,Margin,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Area Code
1/1/2011,12,14,92,47,35,40,11,196,10,20,30,50,801
1/1/2011,13,-14,73,36,29,47,11,169,10,10,30,40,435
1/1/2011,6,73,138,73,50,27,14,821,50,40,70,110,435
1/1/2011,1,73,190,92,78,47,24,965,80,90,120,210,801
1/1/2011,2,47,145,75,55,47,18,312,70,60,100,160,435
1/1/2011,3,61,213,105,85,69,32,494,70,100,130,230,801
1/1/2011,4,69,128,68,46,25,12,777,40,40,60,100,435
1/1/2011,5,53,125,63,49,30,16,623,40,40,60,100,435
1/1/2011,8,159,262,139,95,39,26,821,100,80,120,200,650
1/1/2011,9,249,506,245,207,89,64,965,160,170,220,390,530
1/1/2011,10,104,213,107,83,42,27,623,60,70,90,160,650
1/1/2011,11,146,245,130,89,38,24,777,80,50,90,140,562
1/1/2011,12,84,150,80,54,27,15,456,60,30,60,90,707
1/1/2011,13,84,201,108,72,57,23,558,50,40,80,120,650
1/1/2011,6,316,611,312,234,114,77,1310,200,220,300,520,951
1/1/2011,1,-3,162,50,95,55,30,608,30,110,70,180,209
1/1/2011,2,408,759,407,271,152,94,2101,370,340,500,840,949
1/1/2011,3,-182,132,-26,144,96,47,862,-120,180,-40,140,310
1/1/2011,4,218,510,228,228,92,63,1459,150,210,220,430,323
1/1/2011,5,26,280,145,105,134,95,725,20,100,140,240,530
1/1/2011,8,25,280,145,105,135,95,725,30,90,130,220,775
1/1/2011,9,173,386,201,144,94,47,862,120,120,180,300,775
1/1/2011,10,134,262,139,95,56,30,608,90,80,120,200,775
1/1/2011,11,316,611,312,234,114,77,1310,150,150,220,370,702
1/1/2011,12,220,510,228,228,91,63,1459,100,150,160,310,775
1/1/2011,13,-552,19,-245,245,132,93,1419,-240,160,-160,0,775
1/1/2011,6,17,48,26,17,16,4,777,20,10,30,40,702
1/1/2011,2,-5,85,42,34,47,12,197,10,40,50,90,775
1/1/2011,3,6,69,34,28,32,8,965,20,30,40,70,702
1/1/2011,4,17,48,26,17,16,4,777,20,10,30,40,702
1/1/2011,5,16,50,27,18,18,5,821,20,10,30,40,775
1/1/2011,8,51,101,54,36,22,10,777,40,30,40,70,503
1/1/2011,9,45,112,56,44,28,14,623,30,30,50,80,503
1/1/2011,11,44,90,48,32,21,8,456,30,20,30,50,541
1/1/2011,12,106,235,126,84,61,27,651,60,50,90,140,503
1/1/2011,13,104,224,116,84,51,26,500,50,50,80,130,541
1/1/2011,6,154,382,171,170,76,47,1091,100,160,160,320,971
1/1/2011,1,2,168,87,63,90,57,435,40,70,110,180,503
1/1/2011,2,44,179,93,67,68,22,400,60,80,120,200,503
1/1/2011,3,65,157,83,57,43,18,364,70,70,100,170,971
1/1/2011,4,25,145,72,58,59,22,338,20,50,70,120,503
1/1/2011,5,51,157,80,60,49,19,336,50,50,80,130,503
1/1/2011,8,179,347,186,124,75,40,961,120,100,170,270,509
1/1/2011,9,47,95,51,34,22,9,777,50,20,50,70,360
1/1/2011,11,109,201,113,67,45,20,400,50,40,80,120,253
1/1/2011,12,75,168,89,61,43,19,390,40,40,60,100,206
1/1/2011,13,12,201,105,75,102,68,522,20,40,80,120,425
1/1/2011,4,55,123,62,48,28,15,623,40,40,60,100,206
1/1/2011,5,20,134,66,54,56,20,312,20,50,60,110,206
1/1/2011,6,61,168,81,69,44,21,965,60,60,80,140,425
1/1/2011,2,59,145,77,53,41,16,338,70,60,100,160,206
1/1/2011,3,14,213,111,79,107,72,551,60,90,140,230,509
2/1/2011,8,147,362,170,170,71,47,1073,100,140,150,290,970
2/1/2011,9,-4,137,75,54,78,49,427,10,40,70,110,970
2/1/2011,10,49,149,80,60,47,19,329,40,50,70,120,719
2/1/2011,11,27,141,73,59,55,22,331,10,50,60,110,970
2/1/2011,12,50,145,74,62,40,19,958,30,50,60,110,970
2/1/2011,13,45,107,56,44,26,14,618,30,30,50,80,970
2/1/2011,5,119,201,112,77,32,21,449,110,80,140,220,303
2/1/2011,6,88,201,114,75,55,24,549,90,80,140,220,970
2/1/2011,1,156,259,144,99,39,27,766,120,100,150,250,720
2/1/2011,2,101,202,107,83,39,27,613,80,80,110,190,303
2/1/2011,3,147,247,137,95,38,26,809,110,100,140,240,303
2/1/2011,8,156,259,144,99,39,27,766,110,80,130,210,630
2/1/2011,9,101,202,107,83,39,27,613,60,70,90,160,773
2/1/2011,10,147,247,137,95,38,26,809,100,80,120,200,815
2/1/2011,11,117,201,112,77,33,21,449,80,60,100,160,708
2/1/2011,12,88,201,114,75,55,24,549,50,60,100,160,708
2/1/2011,5,298,581,311,234,110,77,1282,260,270,370,640,815
2/1/2011,6,211,487,229,228,87,63,1436,180,260,270,530,630
2/1/2011,2,171,377,206,148,91,48,844,140,150,220,370,312
2/1/2011,3,141,271,150,104,55,33,596,100,110,150,260,773
2/1/2011,8,298,581,311,234,110,77,1282,190,200,270,470,563
2/1/2011,9,141,271,150,104,55,33,596,110,80,140,220,712
2/1/2011,11,209,487,229,228,88,63,1436,140,190,210,400,641
2/1/2011,12,251,569,294,240,125,91,1391,150,200,260,460,641
2/1/2011,5,16,50,28,19,17,5,774,20,20,30,50,712
2/1/2011,6,47,46,43,0,11,0,774,40,0,50,50,319
2/1/2011,1,15,48,27,18,17,5,818,20,10,30,40,319
2/1/2011,2,9,67,35,28,29,8,961,20,20,40,60,641
2/1/2011,3,18,58,31,23,19,7,620,20,20,30,50,641
2/1/2011,8,-12,111,61,43,69,39,256,10,30,60,90,573
2/1/2011,9,-47,109,18,84,50,26,625,-20,70,10,80,573
2/1/2011,11,13,87,47,35,38,11,191,10,30,40,70,417
2/1/2011,12,-10,72,38,30,45,11,165,-10,20,30,50,573
2/1/2011,13,-6,79,41,33,45,12,193,0,20,40,60,573
2/1/2011,5,71,131,73,50,25,14,814,70,50,90,140,314
2/1/2011,6,56,110,61,42,23,11,771,60,40,80,120,636
2/1/2011,2,62,206,107,86,65,32,484,50,90,110,200,573
2/1/2011,3,68,176,90,75,44,23,956,60,70,100,170,636
2/1/2011,8,25,60,34,22,17,6,452,30,10,30,40,419
2/1/2011,9,42,85,48,32,20,8,817,50,20,50,70,513
2/1/2011,11,92,213,120,80,58,26,640,60,60,110,170,614
2/1/2011,12,105,220,120,86,49,26,490,70,70,110,180,740
2/1/2011,5,145,362,170,170,72,47,1073,140,190,210,400,513
2/1/2011,6,27,141,73,59,55,22,331,40,60,90,150,513
2/1/2011,1,49,149,80,60,47,19,329,50,60,80,140,330
2/1/2011,2,56,136,76,52,38,16,357,50,50,80,130,330
2/1/2011,3,-4,137,75,54,78,49,427,20,50,80,130,513
2/1/2011,8,98,185,109,65,43,20,372,80,50,100,150,715
2/1/2011,9,64,123,68,47,25,13,772,50,40,60,100,920
2/1/2011,11,61,146,81,56,40,17,382,50,40,80,120,715
2/1/2011,12,4,165,90,65,87,58,513,10,50,80,130,920
2/1/2011,5,62,164,84,70,42,21,957,60,80,100,180,262
2/1/2011,6,52,117,62,48,27,15,617,50,50,70,120,715
2/1/2011,1,18,126,65,53,53,20,306,30,50,70,120,715
2/1/2011,2,22,234,128,92,113,83,541,40,90,140,230,715
2/1/2011,3,74,192,103,77,53,25,423,60,80,100,180,262
2/1/2011,9,61,206,107,86,66,32,484,50,60,90,150,475
2/1/2011,10,68,176,90,75,44,23,956,50,50,70,120,203
2/1/2011,11,71,131,73,50,25,14,814,60,50,80,130,475
2/1/2011,13,31,70,39,27,18,7,772,40,20,50,70,959
2/1/2011,5,4,165,90,65,87,58,513,20,60,90,150,203
2/1/2011,6,43,139,75,55,46,18,305,40,50,70,120,959
2/1/2011,2,180,346,195,130,74,42,945,130,120,180,300,860
2/1/2011,8,50,117,62,48,28,15,617,30,30,50,80,754
2/1/2011,9,18,126,65,53,53,20,306,20,40,50,90,904
2/1/2011,10,62,164,84,70,42,21,957,50,50,70,120,352
2/1/2011,11,42,85,48,32,20,8,817,40,30,50,80,850
2/1/2011,13,65,123,68,47,24,13,772,60,40,80,120,850
2/1/2011,5,24,234,128,92,112,83,541,40,80,130,210,850
2/1/2011,6,76,192,103,77,52,25,423,60,70,100,170,352
2/1/2011,2,93,213,120,80,57,26,640,80,70,120,190,561
2/1/2011,3,105,220,120,86,49,26,490,70,80,110,190,352
2/1/2011,9,27,141,73,59,55,22,331,30,40,60,100,508
2/1/2011,11,42,85,48,32,20,8,817,40,30,50,80,508
2/1/2011,13,25,60,34,22,17,6,452,30,20,40,60,978
2/1/2011,5,-6,136,74,54,78,49,451,10,50,70,120,774
2/1/2011,7,147,362,170,170,71,47,1073,110,160,170,330,774
2/1/2011,2,505,501,395,75,55,24,235,330,70,370,440,857
2/1/2011,9,-6,79,41,33,45,12,193,0,20,30,50,603
2/1/2011,11,16,48,27,18,16,5,818,20,10,30,40,603
2/1/2011,13,47,46,43,0,11,0,774,30,0,40,40,603
2/1/2011,5,-10,111,61,43,68,39,256,10,40,60,100,603
2/1/2011,7,-9,72,38,30,44,11,165,0,20,40,60,603
2/1/2011,1,37,108,60,41,35,13,236,40,30,60,90,603
2/1/2011,2,34,121,69,45,46,14,366,30,40,60,100,603
2/1/2011,9,194,528,255,240,124,91,1454,110,180,200,380,518
2/1/2011,10,-178,192,-33,213,87,66,1214,-80,160,-20,140,845
2/1/2011,11,148,247,137,95,37,26,809,120,100,150,250,347
2/1/2011,12,156,259,144,99,39,27,766,130,100,160,260,631
2/1/2011,13,117,201,112,77,33,21,449,90,80,120,200,347
2/1/2011,5,-301,65,-60,121,143,110,901,-190,110,-60,50,585
2/1/2011,7,392,618,352,228,88,63,1402,280,210,350,560,917
2/1/2011,2,364,687,387,258,142,90,2067,250,240,370,610,718
2/1/2011,8,52,119,63,49,28,16,617,40,40,60,100,318
2/1/2011,9,62,206,107,86,65,32,484,40,80,100,180,985
2/1/2011,2,50,100,56,38,22,10,772,60,40,70,110,504
2/1/2011,3,65,123,68,47,24,13,772,70,50,90,140,504
2/1/2011,4,3,165,90,65,88,58,342,10,50,80,130,318
2/1/2011,5,96,185,109,65,44,20,372,70,50,90,140,225
2/1/2011,6,61,146,81,56,40,17,382,50,40,70,110,985
2/1/2011,8,15,48,27,18,17,5,818,20,10,30,40,505
2/1/2011,9,7,67,35,28,30,8,961,20,20,40,60,505
2/1/2011,2,36,121,69,45,45,14,366,50,50,90,140,505
2/1/2011,3,-46,109,18,84,49,26,625,-20,100,20,120,505
2/1/2011,4,-10,72,38,30,45,11,104,0,20,30,50,505
2/1/2011,5,-10,111,61,43,68,39,256,0,30,50,80,505
2/1/2011,6,12,87,47,35,39,11,191,10,30,40,70,505
2/1/2011,8,16,126,65,53,54,20,306,20,50,60,110,580
2/1/2011,9,22,234,128,92,113,83,541,40,80,130,210,405
2/1/2011,2,43,107,56,44,27,14,618,50,50,70,120,405
2/1/2011,3,43,85,48,32,19,8,817,50,40,60,100,580
2/1/2011,4,104,220,120,86,50,26,300,70,70,100,170,580
2/1/2011,5,25,60,34,22,17,6,452,30,10,30,40,580
2/1/2011,6,93,213,120,80,57,26,640,70,60,110,170,405
2/1/2011,8,49,149,80,60,47,19,329,50,50,80,130,915
2/1/2011,9,56,136,76,52,38,16,357,50,40,80,120,325
2/1/2011,2,243,496,252,213,88,66,942,240,260,320,580,430
2/1/2011,3,101,202,107,83,39,27,613,100,100,130,230,430
2/1/2011,4,86,201,114,75,56,24,378,60,60,100,160,956
2/1/2011,5,157,259,144,99,38,27,766,100,80,120,200,409
2/1/2011,6,119,201,112,77,32,21,449,90,60,100,160,214
2/1/2011,8,36,108,60,41,36,13,236,30,30,50,80,435
2/1/2011,9,36,121,69,45,45,14,366,40,30,70,100,435
2/1/2011,10,-46,109,18,84,49,26,625,-30,70,10,80,435
2/1/2011,11,-10,111,61,43,68,39,256,10,20,50,70,801
2/1/2011,12,13,87,47,35,38,11,191,10,20,30,50,801
2/1/2011,13,-9,72,38,30,44,11,165,10,10,30,40,435
2/1/2011,6,71,131,73,50,25,14,814,50,40,70,110,435
2/1/2011,1,68,176,90,75,44,23,956,70,90,110,200,801
2/1/2011,2,45,139,75,55,45,18,305,70,60,100,160,435
2/1/2011,3,61,206,107,86,66,32,484,80,100,140,240,435
2/1/2011,4,56,110,61,42,23,11,771,30,40,50,90,435
2/1/2011,5,52,119,63,49,28,16,617,40,40,60,100,435
2/1/2011,8,148,247,137,95,37,26,809,100,80,120,200,209
2/1/2011,9,243,496,252,213,88,66,942,160,180,220,400,559
2/1/2011,10,101,202,107,83,39,27,613,60,70,90,160,408
2/1/2011,11,157,259,144,99,38,27,766,90,60,100,160,805
2/1/2011,12,119,201,112,77,32,21,449,60,50,70,120,707
2/1/2011,13,86,201,114,75,56,24,549,50,40,80,120,530
2/1/2011,6,300,581,311,234,109,77,1282,200,220,300,520,707
2/1/2011,1,-40,141,28,104,55,33,685,-20,130,30,160,626
2/1/2011,2,364,687,387,258,142,90,2067,360,320,480,800,213
2/1/2011,3,-174,130,-26,148,91,48,1071,-110,180,-30,150,925
2/1/2011,4,211,487,229,228,87,63,1436,150,210,220,430,619
2/1/2011,5,39,309,169,121,143,110,712,30,110,160,270,916
2/1/2011,8,39,309,169,121,143,110,712,40,100,150,250,702
2/1/2011,9,171,377,206,148,91,48,844,120,120,190,310,775
2/1/2011,10,140,271,150,104,56,33,596,110,80,140,220,775
2/1/2011,11,300,581,311,234,109,77,1282,150,150,220,370,702
2/1/2011,12,211,487,229,228,87,63,1436,100,150,160,310,775
2/1/2011,13,-508,25,-240,240,125,91,1937,-220,150,-150,0,775
2/1/2011,6,16,50,28,19,17,5,774,20,10,30,40,702
2/1/2011,2,-7,79,41,33,46,12,193,10,40,50,90,702
2/1/2011,3,9,67,35,28,29,8,961,20,30,40,70,775
2/1/2011,4,46,46,43,0,12,0,774,30,0,40,40,775
2/1/2011,5,15,48,27,18,17,5,818,20,10,30,40,775
2/1/2011,8,42,86,48,33,20,9,772,50,20,50,70,503
2/1/2011,9,45,107,56,44,26,14,618,30,30,50,80,503
2/1/2011,11,25,60,34,22,17,6,452,20,10,20,30,503
2/1/2011,12,92,213,120,80,58,26,640,50,50,80,130,503
2/1/2011,13,105,220,120,86,49,26,490,60,50,90,140,971
2/1/2011,6,147,362,170,170,71,47,1073,100,160,160,320,503
2/1/2011,1,-6,137,75,54,79,49,427,40,60,100,160,541
2/1/2011,2,37,165,90,65,65,21,392,50,80,110,190,503
2/1/2011,3,56,136,76,52,38,16,357,70,60,100,160,971
2/1/2011,4,27,141,73,59,55,22,331,20,50,70,120,541
2/1/2011,5,49,149,80,60,47,19,329,50,50,80,130,541
2/1/2011,8,180,346,195,130,74,42,945,120,110,170,280,206
2/1/2011,9,50,100,56,38,22,10,772,50,30,50,80,509
2/1/2011,11,98,185,109,65,43,20,372,40,40,70,110,206
2/1/2011,12,61,146,81,56,40,17,382,40,30,60,90,425
2/1/2011,13,4,165,90,65,87,58,513,10,40,60,100,425
2/1/2011,4,52,117,62,48,27,15,617,40,40,60,100,253
2/1/2011,5,18,126,65,53,53,20,306,20,50,60,110,206
2/1/2011,6,61,164,84,70,43,21,957,60,60,80,140,425
2/1/2011,2,65,151,84,58,40,18,331,70,70,100,170,360
2/1/2011,3,22,234,128,92,113,83,541,60,110,160,270,253
3/1/2011,8,140,346,163,162,69,45,1059,100,130,150,280,970
3/1/2011,9,-6,133,73,52,77,47,421,20,40,70,110,303
3/1/2011,10,46,143,77,57,46,18,323,40,40,70,110,970
3/1/2011,11,24,137,71,58,55,22,325,20,40,70,110,970
3/1/2011,12,47,144,73,62,41,19,952,30,50,60,110,970
3/1/2011,13,43,104,55,43,26,14,613,30,30,50,80,719
3/1/2011,5,125,211,117,81,33,22,441,110,90,140,230,720
3/1/2011,6,80,192,108,72,54,23,541,80,80,130,210,970
3/1/2011,1,134,227,126,87,36,24,756,100,90,130,220,303
3/1/2011,2,102,206,109,84,40,27,603,90,80,120,200,970
3/1/2011,3,150,249,139,95,38,26,799,110,100,140,240,303
3/1/2011,8,135,227,126,87,35,24,756,90,70,110,180,312
3/1/2011,9,104,206,109,84,39,27,603,60,70,90,160,630
3/1/2011,10,151,249,139,95,37,26,799,100,80,120,200,309
3/1/2011,11,125,211,117,81,33,22,441,80,60,110,170,708
3/1/2011,12,79,192,108,72,55,23,541,40,60,90,150,815
3/1/2011,5,313,604,324,243,113,80,1260,260,280,380,660,217
3/1/2011,6,220,509,239,239,91,66,1417,200,270,290,560,630
3/1/2011,2,177,391,213,154,94,50,829,140,160,220,380,773
3/1/2011,3,151,285,158,109,56,34,585,120,110,170,280,815
3/1/2011,8,315,604,324,243,112,80,1260,210,200,290,490,563
3/1/2011,9,151,285,158,109,56,34,585,110,90,140,230,641
3/1/2011,11,220,509,239,239,91,66,1417,140,200,220,420,712
3/1/2011,12,260,582,301,245,126,93,1369,160,210,270,480,563
3/1/2011,5,13,44,25,16,16,4,772,20,10,30,40,515
3/1/2011,6,47,46,43,0,11,0,731,40,0,50,50,712
3/1/2011,1,15,48,27,18,17,5,816,20,10,30,40,712
3/1/2011,2,9,67,35,28,29,8,958,20,20,40,60,515
3/1/2011,3,18,58,31,23,19,7,617,20,20,30,50,319
3/1/2011,8,-9,114,63,44,69,40,251,10,30,60,90,417
3/1/2011,9,-47,113,18,88,50,27,715,-10,70,20,90,816
3/1/2011,11,16,91,49,36,38,11,187,10,30,40,70,314
3/1/2011,12,-4,80,42,33,45,12,162,0,20,40,60,660
3/1/2011,13,-6,80,42,33,46,12,190,0,20,40,60,636
3/1/2011,5,70,129,72,49,25,13,809,70,50,90,140,573
3/1/2011,6,67,126,70,48,25,13,766,60,50,80,130,573
3/1/2011,2,58,201,104,85,65,32,476,40,90,100,190,314
3/1/2011,3,67,174,89,74,44,22,949,60,70,100,170,314
3/1/2011,8,22,56,32,21,17,5,449,30,10,30,40,234
3/1/2011,9,42,84,47,32,19,8,813,40,20,40,60,513
3/1/2011,11,101,224,126,84,58,27,632,60,70,110,180,513
3/1/2011,12,110,228,125,89,51,27,481,70,70,110,180,419
3/1/2011,5,140,346,163,162,69,45,1059,130,180,200,380,614
3/1/2011,6,22,137,71,58,56,22,325,40,60,90,150,330
3/1/2011,1,47,143,77,57,45,18,323,50,60,80,140,614
3/1/2011,2,52,129,72,49,37,15,351,40,50,70,120,330
3/1/2011,3,-6,133,73,52,77,47,421,20,50,80,130,440
3/1/2011,8,93,178,105,62,42,19,346,70,50,90,140,920
3/1/2011,9,70,129,72,49,25,13,767,50,40,60,100,715
3/1/2011,11,56,137,77,52,39,16,376,40,40,70,110,608
3/1/2011,12,1,160,87,63,86,57,506,10,50,80,130,262
3/1/2011,5,61,165,84,71,43,22,950,60,80,100,180,414
3/1/2011,6,50,119,63,49,29,16,611,60,50,80,130,262
3/1/2011,1,19,128,66,54,53,20,301,30,50,70,120,262
3/1/2011,2,25,242,132,95,115,86,532,30,100,130,230,715
3/1/2011,3,82,200,108,80,53,26,415,70,80,110,190,715
3/1/2011,9,58,201,104,85,65,32,476,40,60,80,140,959
3/1/2011,10,68,174,89,74,43,22,949,50,50,70,120,475
3/1/2011,11,70,129,72,49,25,13,809,60,50,80,130,860
3/1/2011,13,27,66,37,25,19,7,769,30,20,40,60,475
3/1/2011,5,0,160,87,63,87,57,506,10,60,80,140,203
3/1/2011,6,39,132,71,53,45,17,299,40,50,70,120,203
3/1/2011,2,169,329,186,123,72,40,932,130,110,180,290,860
3/1/2011,8,52,119,63,49,28,16,611,30,30,50,80,352
3/1/2011,9,18,128,66,54,54,20,301,20,40,50,90,727
3/1/2011,10,59,165,84,71,44,22,950,50,50,70,120,813
3/1/2011,11,40,86,48,33,21,9,813,40,30,50,80,863
3/1/2011,13,70,129,72,49,25,13,767,60,50,80,130,904
3/1/2011,3,110,228,125,89,51,27,481,80,80,120,200,863
3/1/2011,5,25,242,132,95,115,86,532,30,90,130,220,321
3/1/2011,6,80,200,108,80,54,26,415,70,70,110,180,813
3/1/2011,2,99,224,126,84,59,27,632,70,80,110,190,904
3/1/2011,9,24,137,71,58,55,22,325,30,40,60,100,781
3/1/2011,11,42,84,47,32,19,8,813,40,30,50,80,413
3/1/2011,13,22,56,32,21,17,5,449,20,20,30,50,781
3/1/2011,5,-6,133,73,52,77,47,446,20,40,80,120,774
3/1/2011,7,140,346,163,162,69,45,1059,100,150,160,310,774
3/1/2011,2,543,524,420,72,54,23,-54,360,60,400,460,774
3/1/2011,9,-4,80,42,33,45,12,190,0,20,30,50,603
3/1/2011,11,16,48,27,18,16,5,816,20,10,30,40,603
3/1/2011,13,47,46,43,0,11,0,731,30,0,40,40,603
3/1/2011,5,-10,114,63,44,70,40,251,10,40,60,100,603
3/1/2011,7,-6,80,42,33,46,12,162,0,30,40,70,603
3/1/2011,1,43,114,64,43,35,13,231,40,40,60,100,603
3/1/2011,2,39,127,72,47,46,15,361,40,40,70,110,603
3/1/2011,9,209,547,268,245,127,93,1471,130,180,220,400,718
3/1/2011,10,-177,194,-32,214,87,66,1480,-80,160,-20,140,347
3/1/2011,11,151,249,139,95,37,26,799,120,100,150,250,347
3/1/2011,12,135,227,126,87,35,24,756,110,90,140,230,585
3/1/2011,13,123,211,117,81,34,22,441,100,80,130,210,646
3/1/2011,5,-309,67,-62,125,146,113,1118,-190,120,-60,60,845
3/1/2011,7,288,557,284,239,90,66,1260,210,220,290,510,347
3/1/2011,2,384,719,405,270,146,94,2041,270,250,390,640,718
3/1/2011,8,50,117,62,48,28,15,611,40,40,60,100,318
3/1/2011,9,58,201,104,85,65,32,476,40,80,100,180,504
3/1/2011,2,43,87,49,33,20,9,768,50,40,60,100,337
3/1/2011,3,70,129,72,49,25,13,767,70,60,90,150,985
3/1/2011,4,1,160,87,63,86,57,187,0,50,70,120,225
3/1/2011,5,93,178,105,62,42,19,346,70,50,90,140,504
3/1/2011,6,56,137,77,52,39,16,376,50,40,70,110,985
3/1/2011,8,15,48,27,18,17,5,816,20,10,30,40,505
3/1/2011,9,7,67,35,28,30,8,958,20,20,40,60,505
3/1/2011,2,39,127,72,47,46,15,361,50,50,90,140,505
3/1/2011,3,-49,113,18,88,51,27,715,-20,110,20,130,505
3/1/2011,4,-4,80,42,33,45,12,36,10,20,40,60,505
3/1/2011,5,-10,114,63,44,70,40,251,10,30,60,90,505
3/1/2011,6,16,91,49,36,38,11,187,10,30,40,70,505
3/1/2011,8,19,128,66,54,53,20,301,20,50,60,110,918
3/1/2011,9,25,242,132,95,115,86,532,30,90,130,220,918
3/1/2011,2,43,104,55,43,26,14,613,50,50,70,120,405
3/1/2011,3,40,84,47,32,20,8,813,40,40,50,90,405
3/1/2011,4,110,228,125,89,51,27,94,80,70,110,180,405
3/1/2011,5,22,56,32,21,17,5,449,30,10,30,40,580
3/1/2011,6,101,224,126,84,58,27,632,70,70,110,180,580
3/1/2011,8,46,143,77,57,46,18,323,50,50,80,130,940
3/1/2011,9,52,129,72,49,37,15,351,40,40,70,110,915
3/1/2011,2,246,498,253,214,87,66,923,240,260,320,580,830
3/1/2011,3,104,206,109,84,39,27,603,110,100,140,240,915
3/1/2011,4,80,192,108,72,54,23,189,50,60,90,150,979
3/1/2011,5,135,227,126,87,35,24,756,90,70,110,180,409
3/1/2011,6,125,211,117,81,33,22,441,90,60,110,170,361
3/1/2011,8,42,114,64,43,36,13,231,40,30,60,90,435
3/1/2011,9,39,127,72,47,46,15,361,30,40,60,100,435
3/1/2011,10,-47,113,18,88,50,27,715,-20,70,20,90,801
3/1/2011,11,-10,114,63,44,70,40,251,10,20,50,70,435
3/1/2011,12,15,91,49,36,39,11,187,10,20,30,50,801
3/1/2011,13,-6,80,42,33,46,12,162,10,20,30,50,435
3/1/2011,5,50,117,62,48,28,15,611,40,40,60,100,801
3/1/2011,6,70,129,72,49,25,13,809,50,40,70,110,435
3/1/2011,1,67,174,89,74,44,22,949,70,90,110,200,435
3/1/2011,2,39,132,71,53,45,17,299,60,60,90,150,801
3/1/2011,3,56,201,104,85,66,32,476,70,100,130,230,435
3/1/2011,4,67,126,70,48,25,13,766,50,40,70,110,801
3/1/2011,8,150,249,139,95,38,26,799,100,80,120,200,408
3/1/2011,9,245,498,253,214,88,66,923,170,180,230,410,323
3/1/2011,10,102,206,109,84,40,27,603,60,70,90,160,760
3/1/2011,11,135,227,126,87,35,24,756,80,50,90,140,510
3/1/2011,12,125,211,117,81,33,22,441,70,50,80,130,916
3/1/2011,13,80,192,108,72,54,23,541,50,40,80,120,818
3/1/2011,5,40,318,173,125,146,113,700,30,120,160,280,323
3/1/2011,6,313,604,324,243,113,80,1260,210,230,310,540,323
3/1/2011,1,-61,133,16,109,57,34,796,-30,130,20,150,916
3/1/2011,2,384,719,405,270,146,94,2041,370,340,500,840,858
3/1/2011,3,-180,135,-27,154,94,50,1288,-120,190,-40,150,408
3/1/2011,4,221,509,239,239,90,66,1417,150,220,230,450,310
3/1/2011,8,40,318,173,125,146,113,700,50,100,160,260,775
3/1/2011,9,177,391,213,154,94,50,829,120,130,190,320,702
3/1/2011,10,151,285,158,109,56,34,585,110,90,140,230,775
3/1/2011,11,315,604,324,243,112,80,1260,150,160,220,380,702
3/1/2011,12,220,509,239,239,91,66,1417,110,150,170,320,775
3/1/2011,13,-505,34,-245,245,127,93,2449,-240,160,-160,0,775
3/1/2011,4,46,46,43,0,12,0,731,30,0,40,40,775
3/1/2011,5,15,48,27,18,17,5,816,20,10,30,40,702
3/1/2011,6,15,44,25,16,15,4,772,10,10,20,30,775
3/1/2011,2,-6,80,42,33,46,12,190,10,40,50,90,702
3/1/2011,3,9,67,35,28,29,8,958,20,30,40,70,775
3/1/2011,8,49,98,55,37,22,10,768,50,30,50,80,503
3/1/2011,9,43,104,55,43,26,14,613,30,30,50,80,503
3/1/2011,11,24,56,32,21,16,5,449,20,10,20,30,541
3/1/2011,12,101,224,126,84,58,27,632,60,50,90,140,971
3/1/2011,13,110,228,125,89,51,27,481,60,50,90,140,971
3/1/2011,4,22,137,71,58,56,22,325,20,50,70,120,503
3/1/2011,5,47,143,77,57,45,18,323,40,50,70,120,503
3/1/2011,6,140,346,163,162,69,45,1059,100,150,160,310,503
3/1/2011,1,-4,133,73,52,76,47,421,30,60,90,150,971
3/1/2011,2,36,159,87,62,63,20,385,60,70,110,180,971
3/1/2011,3,50,129,72,49,38,15,351,60,60,90,150,971
3/1/2011,8,171,329,186,123,71,40,932,120,100,170,270,360
3/1/2011,9,43,87,49,33,20,9,768,50,20,50,70,509
3/1/2011,11,92,178,105,62,43,19,346,40,40,70,110,425
3/1/2011,12,56,137,77,52,39,16,376,30,30,50,80,206
3/1/2011,13,0,160,87,63,87,57,506,10,40,60,100,360
3/1/2011,4,52,119,63,49,28,16,611,40,40,60,100,425
3/1/2011,5,18,128,66,54,54,20,301,20,50,60,110,360
3/1/2011,6,59,165,84,71,44,22,950,50,60,80,140,206
3/1/2011,2,71,160,89,61,41,19,325,80,70,110,180,509
3/1/2011,3,24,242,132,95,116,86,532,70,110,170,280,206
4/1/2011,8,140,346,163,162,69,45,1091,100,130,150,280,720
4/1/2011,9,-6,133,73,52,77,47,433,20,40,70,110,720
4/1/2011,10,43,137,74,55,45,18,336,40,40,70,110,720
4/1/2011,11,19,129,67,54,54,20,337,20,40,60,100,720
4/1/2011,12,50,147,75,63,41,19,965,40,50,70,120,303
4/1/2011,13,47,113,60,46,28,15,608,40,30,60,90,303
4/1/2011,5,125,211,117,81,33,22,460,110,90,140,230,719
4/1/2011,6,71,181,102,68,54,22,559,80,70,130,200,303
4/1/2011,1,142,238,132,91,36,25,777,110,90,140,230,970
4/1/2011,2,93,190,100,78,37,25,593,70,80,100,180,970
4/1/2011,3,156,261,145,100,40,28,822,120,100,150,250,303
